filename,laneinfor
./detections/left_2021_02_28_13_03_19_141.jpg,"[ 1.          0.3419055   0.923784   -0.06235617 -0.28794622  0.12551507
  0.3866678   0.8028606   0.23310158]"
./detections/right_2021_02_28_13_02_39_062.jpg,"[ 1.          0.37754992  0.98101676 -0.05583546 -0.25993362  0.14290279
  0.35282046  0.7403817   0.2908266 ]"
./detections/center_2021_02_28_13_01_03_275.jpg,"[ 1.          0.3495826   0.98205286 -0.01439773 -0.22927265  0.154756
  0.28598198  0.608929    0.1765075 ]"
./detections/center_2021_02_28_13_03_03_172.jpg,"[ 1.          0.37698558  0.89623356 -0.07626805 -0.28813553  0.11465955
  0.45478988  0.87373716  0.32178783]"
./detections/center_2021_02_28_13_03_17_227.jpg,"[ 1.          0.35862043  0.9174823  -0.05153785 -0.28043514  0.12124696
  0.39312902  0.680909    0.22541045]"
./detections/center_2021_02_28_13_01_45_604.jpg,"[ 1.          0.37083018  0.9949241  -0.05049469 -0.25695825  0.12932865
  0.3989167   0.70773375  0.26555595]"
./detections/center_2021_02_28_13_02_14_610.jpg,"[ 1.          0.37196785  0.9102678  -0.05601919 -0.2847578   0.12890436
  0.3931197   0.7638294   0.26341015]"
./detections/left_2021_02_28_13_00_24_585.jpg,"[ 1.          0.380095    0.9653978  -0.06164046 -0.2868111   0.11754624
  0.40271556  0.7067636   0.27055338]"
./detections/right_2021_02_28_13_00_28_018.jpg,"[ 1.          0.36795872  0.98484343 -0.0523475  -0.24668923  0.1523212
  0.36936074  0.79537904  0.28549096]"
./detections/right_2021_02_28_13_01_31_486.jpg,"[ 1.          0.36019367  0.8117674  -0.09262858 -0.31126776  0.10245644
  0.4840325   0.94671875  0.31376466]"
./detections/right_2021_02_28_13_00_34_568.jpg,"[ 1.          0.39563435  0.9417856  -0.05027212 -0.25070176  0.14213653
  0.36845437  0.8164812   0.32746673]"
./detections/left_2021_02_28_13_01_00_352.jpg,"[ 1.          0.34834015  0.95164114 -0.02412731 -0.23391537  0.1498703
  0.3836566   0.7392029   0.23205939]"
./detections/left_2021_02_28_13_02_31_461.jpg,"[ 1.          0.386175    0.9088506  -0.0737475  -0.2846982   0.10410059
  0.39154774  0.76707757  0.29883057]"
./detections/center_2021_02_28_13_03_01_702.jpg,"[ 1.          0.37540585  0.8527273  -0.05633089 -0.27708834  0.10882381
  0.42959398  0.76477724  0.2592435 ]"
./detections/right_2021_02_28_13_02_09_417.jpg,"[ 1.          0.37102473  0.92028224 -0.06069794 -0.26520592  0.12968376
  0.42390636  0.81361187  0.28119344]"
./detections/center_2021_02_28_13_00_50_499.jpg,"[ 1.          0.34898025  0.9637794  -0.00581759 -0.21282522  0.15818389
  0.27951157  0.6510827   0.195205  ]"
./detections/center_2021_02_28_13_01_03_040.jpg,"[ 1.          0.32086188  0.58312726 -0.01890503 -0.23466218  0.14854872
  0.30122566  1.6161017   0.4880592 ]"
./detections/left_2021_02_28_13_02_06_045.jpg,"[ 1.          0.37969872  0.96017724 -0.01244978 -0.20153858  0.13824587
  0.37727037  0.7454542   0.2707663 ]"
./detections/center_2021_02_28_13_01_00_654.jpg,"[ 1.          0.36809707  0.97572654 -0.00376941 -0.21931414  0.15284973
  0.3177008   0.6002267   0.21360797]"
./detections/right_2021_02_28_13_02_25_935.jpg,"[ 1.          0.3654918   0.9175808  -0.05431647 -0.25016844  0.14885876
  0.38674894  0.84339464  0.27733707]"
./detections/left_2021_02_28_13_03_08_559.jpg,"[ 1.          0.38358945  0.85520947 -0.06856638 -0.28379828  0.11893624
  0.432889    0.85449     0.30985418]"
./detections/left_2021_02_28_13_00_13_396.jpg,"[ 1.          0.36575377  0.9901668   0.00419832 -0.19098058  0.1680406
  0.26784077  0.5693727   0.20012513]"
./detections/right_2021_02_28_13_02_54_810.jpg,"[ 1.          0.37588853  0.66310173 -0.06179092 -0.28542382  0.12114744
  0.43683183 -1.4044609  -0.44880733]"
./detections/center_2021_02_28_13_00_38_390.jpg,"[ 1.          0.3828537   0.84102637 -0.05330039 -0.26595414  0.12161336
  0.346153    0.692247    0.26489708]"
./detections/left_2021_02_28_13_00_13_475.jpg,"[ 1.          0.36523175  0.9875491   0.00394084 -0.19383925  0.17033836
  0.2706821   0.5653842   0.1987747 ]"
./detections/left_2021_02_28_13_00_33_720.jpg,"[ 1.          0.3639602   0.98408574 -0.04857587 -0.2695381   0.14101113
  0.31899822  0.6615656   0.23850498]"
./detections/left_2021_02_28_13_02_48_337.jpg,"[ 1.          0.34011236  1.0111289  -0.01546109 -0.22396949  0.15816587
  0.32823512  0.70373243  0.2146226 ]"
./detections/right_2021_02_28_13_00_53_790.jpg,"[ 1.          0.34908056  0.8969597  -0.0528628  -0.28219724  0.13037163
  0.34062937  0.7522629   0.24163201]"
./detections/center_2021_02_28_13_01_03_428.jpg,"[ 1.          0.33334756  0.93181056 -0.01377285 -0.23167342  0.15559562
  0.28849763  0.59223384  0.12771298]"
./detections/center_2021_02_28_13_03_16_097.jpg,"[ 1.          0.37995976  0.93046975 -0.00503771 -0.22843315  0.14611165
  0.31679025  0.5628351   0.21149673]"
./detections/left_2021_02_28_13_00_31_937.jpg,"[ 1.          0.3891943   0.988343   -0.04746147 -0.2572949   0.13869628
  0.40588966  0.7772537   0.30134603]"
./detections/right_2021_02_28_13_00_27_479.jpg,"[ 1.          0.35656697  0.9476313  -0.06417763 -0.258301    0.14899795
  0.3922432   0.8291459   0.28263542]"
./detections/center_2021_02_28_13_00_15_567.jpg,"[ 1.          0.35728416  0.93883467 -0.02284156 -0.23155929  0.14166246
  0.4083349   0.68384665  0.22949564]"
./detections/center_2021_02_28_13_02_19_465.jpg,"[ 1.          0.35705948  1.0093076  -0.04002612 -0.23864275  0.14422503
  0.38637653  0.7119768   0.25061917]"
./detections/right_2021_02_28_13_01_34_857.jpg,"[ 1.          0.33191448  0.98976576 -0.04819946 -0.27095476  0.14225574
  0.3824764   0.74823445  0.22314355]"
./detections/right_2021_02_28_13_00_21_893.jpg,"[ 1.          0.35988808  0.9714747  -0.03609432 -0.27087343  0.16440713
  0.30836073  0.69661915  0.22220449]"
./detections/right_2021_02_28_13_02_06_641.jpg,"[ 1.          0.3767612   0.9885101  -0.0650633  -0.2713896   0.13265923
  0.4148902   0.7846921   0.29632697]"
./detections/center_2021_02_28_13_01_33_356.jpg,"[ 1.          0.36423612  1.0119535  -0.00256759 -0.21693416  0.17395847
  0.29323098  0.61988246  0.21304831]"
./detections/right_2021_02_28_13_02_12_559.jpg,"[ 1.          0.37263787  0.9579045  -0.0605843  -0.257001    0.14416842
  0.42452055  0.8624101   0.3149288 ]"
./detections/center_2021_02_28_13_00_47_895.jpg,"[ 1.          0.3929404   0.83194727 -0.08094561 -0.2770564   0.11635984
  0.45446542  0.985035    0.37671328]"
./detections/left_2021_02_28_13_00_43_069.jpg,"[ 1.          0.39037898  0.6084153  -0.05544912 -0.27207363  0.1209362
  0.40110576 -1.3969002  -0.44564846]"
./detections/left_2021_02_28_13_01_58_203.jpg,"[ 1.          0.3682071   0.9693046  -0.06789659 -0.29102862  0.11111003
  0.44424596  0.7517099   0.26841438]"
./detections/center_2021_02_28_13_01_11_404.jpg,"[ 1.          0.33968395  0.96391076 -0.00914831 -0.22343251  0.15798052
  0.29675013  0.59889895  0.15906808]"
./detections/left_2021_02_28_13_02_20_125.jpg,"[ 1.          0.3589745   0.955351   -0.00324721 -0.22755821  0.17774329
  0.26514673  0.6179673   0.19501469]"
./detections/center_2021_02_28_13_02_58_503.jpg,"[ 1.          0.3470332   0.96910185 -0.01358595 -0.23189415  0.15669546
  0.29837856  0.60609126  0.17363432]"
./detections/left_2021_02_28_13_01_55_875.jpg,"[ 1.          0.37604454  1.0033362  -0.03347137 -0.25594124  0.1505493
  0.36603168  0.66730314  0.23972917]"
./detections/center_2021_02_28_13_02_17_043.jpg,"[ 1.          0.3502835   0.89569384 -0.05612929 -0.2870023   0.12707578
  0.41322696  0.7883099   0.23872468]"
./detections/center_2021_02_28_13_00_40_226.jpg,"[ 1.          0.39495787  0.81969625 -0.08580067 -0.29467463  0.10291603
  0.44773808  0.904486    0.34136388]"
./detections/right_2021_02_28_13_02_28_734.jpg,"[ 1.          0.38612938  0.8998782  -0.07645664 -0.26923707  0.12487615
  0.4302324   0.89786905  0.33306578]"
./detections/left_2021_02_28_13_02_45_343.jpg,"[ 1.          0.3380822   0.9620791  -0.03722529 -0.25548378  0.14004979
  0.3869278   0.73278743  0.2103176 ]"
./detections/right_2021_02_28_13_01_48_144.jpg,"[ 1.          0.36955875  0.9930702  -0.03946545 -0.24523059  0.13986842
  0.3808165   0.6648683   0.24012026]"
./detections/right_2021_02_28_13_01_01_337.jpg,"[ 1.          0.33102363  0.9795066  -0.0156381  -0.22601262  0.15977724
  0.32286307  0.6905393   0.18578951]"
./detections/right_2021_02_28_13_02_13_219.jpg,"[ 1.          0.38744524  0.9521036  -0.07130307 -0.27265355  0.13532317
  0.42099217  0.8604519   0.33140546]"
./detections/right_2021_02_28_13_01_53_783.jpg,"[ 1.          0.37860793  0.98116946 -0.05632631 -0.25335455  0.12119348
  0.42451316  0.77444607  0.29540682]"
./detections/center_2021_02_28_13_03_09_004.jpg,"[ 1.          0.36855578  0.944745   -0.06583967 -0.2550562   0.13324732
  0.4189144   0.84143525  0.31482878]"
./detections/left_2021_02_28_13_02_50_709.jpg,"[ 1.          0.3312106   0.93351084 -0.02368674 -0.23957697  0.1472326
  0.3307287   0.6849321   0.16078572]"
./detections/right_2021_02_28_13_01_40_863.jpg,"[ 1.          0.36924908  0.98404914 -0.05761466 -0.26093853  0.13439128
  0.36271712  0.74857616  0.2847496 ]"
./detections/right_2021_02_28_13_00_38_390.jpg,"[ 1.          0.3851238   0.90034586 -0.07037412 -0.27567455  0.1267223
  0.40960705  0.83654815  0.31632122]"
./detections/left_2021_02_28_13_03_15_477.jpg,"[ 1.          0.3506539   0.8894114  -0.05062909 -0.27624023  0.12061077
  0.41565374  0.76749617  0.23759317]"
./detections/center_2021_02_28_13_02_52_118.jpg,"[ 1.          0.37592638  0.9900844  -0.02727924 -0.24852999  0.13873571
  0.35869566  0.63269424  0.23329389]"
./detections/left_2021_02_28_13_00_28_089.jpg,"[ 1.          0.34916073  0.94000006 -0.02156698 -0.23788199  0.16350502
  0.3131913   0.669023    0.2002701 ]"
./detections/left_2021_02_28_13_00_42_628.jpg,"[ 1.          0.3814196   0.91119385 -0.07354642 -0.2923986   0.11683805
  0.41314238  0.85870916  0.30977467]"
./detections/right_2021_02_28_13_01_19_582.jpg,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
./detections/right_2021_02_28_13_01_29_323.jpg,"[ 1.          0.37693256  0.6305915  -0.05915777 -0.28665674  0.11653472
  0.42927736  1.6539936   0.58076775]"
./detections/right_2021_02_28_13_03_21_170.jpg,"[ 1.          0.32761675  0.7196715  -0.06229831 -0.25482467  0.13212204
  0.51412934  0.92390186  0.2792961 ]"
./detections/right_2021_02_28_13_03_07_223.jpg,"[ 1.          0.36125886  0.9633453  -0.06634056 -0.27461305  0.132492
  0.40735185  0.81557876  0.28597984]"
./detections/left_2021_02_28_13_01_37_821.jpg,"[ 1.          0.34699148  0.93025917 -0.045085   -0.2673279   0.16296363
  0.29889727  0.7588808   0.23424968]"
./detections/left_2021_02_28_13_01_20_906.jpg,"[ 1.          0.3531354   0.9729116  -0.03338215 -0.24688531  0.14713414
  0.35663834  0.7429795   0.23322165]"
./detections/left_2021_02_28_13_00_25_389.jpg,"[ 1.          0.38327217  0.9732405  -0.06352321 -0.2582424   0.13350077
  0.43017188  0.82562894  0.31483752]"
./detections/right_2021_02_28_13_00_42_628.jpg,"[ 1.          0.38826972  0.91813225 -0.07130561 -0.2695225   0.11924082
  0.40572459  0.86697656  0.3456485 ]"
./detections/left_2021_02_28_13_02_34_528.jpg,"[ 1.          0.36071026  0.97870195 -0.04478009 -0.25324365  0.13294959
  0.3732852   0.76722807  0.2565034 ]"
./detections/left_2021_02_28_13_01_43_069.jpg,"[ 1.          0.32851422  1.0030785  -0.00534668 -0.19804761  0.1873299
  0.24455932  0.60395074  0.1620375 ]"
./detections/center_2021_02_28_13_00_47_581.jpg,"[ 1.          0.38986188  0.80358535 -0.0836694  -0.29414493  0.10809095
  0.46830583  0.94162935  0.33829477]"
./detections/right_2021_02_28_13_01_48_231.jpg,"[ 1.          0.37447834  0.94816095 -0.03331962 -0.23705961  0.15159962
  0.34370464  0.6978341   0.2504057 ]"
./detections/left_2021_02_28_13_02_58_747.jpg,"[ 1.          0.35015982  0.92488736 -0.0453204  -0.24958284  0.14171351
  0.4116874   0.80280215  0.24810103]"
./detections/right_2021_02_28_13_01_17_586.jpg,"[ 1.          0.3309338   0.59885514 -0.02587366 -0.25047383  0.16234034
  0.28604472  1.4544435   0.4305791 ]"
./detections/right_2021_02_28_13_01_08_462.jpg,"[ 1.          0.37755674  0.89195114 -0.05671095 -0.25954795  0.13295358
  0.40732533  0.8778387   0.3022211 ]"
./detections/center_2021_02_28_13_01_02_419.jpg,"[ 1.          0.3497107   0.9420054  -0.03723695 -0.26055184  0.12625447
  0.36471862  0.6668836   0.19618766]"
./detections/left_2021_02_28_13_02_18_897.jpg,"[ 1.          0.35952932  1.0002395  -0.03303289 -0.25476792  0.14910904
  0.32858676  0.6275151   0.2161378 ]"
./detections/left_2021_02_28_13_02_03_189.jpg,"[ 1.          0.38185012  0.9173329  -0.06157793 -0.26774308  0.11769244
  0.37632868  0.594915    0.25184128]"
./detections/left_2021_02_28_13_01_57_107.jpg,"[ 1.          0.3668661   1.0004009  -0.04918871 -0.2708393   0.14298701
  0.38764206  0.77569836  0.2702797 ]"
./detections/right_2021_02_28_13_00_29_367.jpg,"[ 1.          0.36317366  0.87740797 -0.0495767  -0.26156288  0.14990437
  0.35993394  0.8068145   0.25122315]"
./detections/center_2021_02_28_13_02_03_781.jpg,"[ 1.          0.37704882  0.9007414  -0.07873372 -0.26944348  0.11056653
  0.42542487  0.8418774   0.31710207]"
./detections/left_2021_02_28_13_02_41_817.jpg,"[ 1.          0.34296316  0.9760316  -0.01990109 -0.23149252  0.17200252
  0.26426816  0.7059399   0.2064442 ]"
./detections/left_2021_02_28_13_01_14_901.jpg,"[ 1.          0.36086467  0.988715   -0.03065453 -0.23894009  0.14756629
  0.36822852  0.7455697   0.2530121 ]"
./detections/left_2021_02_28_13_00_53_004.jpg,"[ 1.          0.3694331   0.8844021  -0.05659284 -0.24681243  0.13693802
  0.4616822   0.8669042   0.2999143 ]"
./detections/left_2021_02_28_13_01_37_380.jpg,"[ 1.          0.33894664  0.9961023  -0.02921753 -0.2396322   0.18188329
  0.2533327   0.69036883  0.19571763]"
./detections/center_2021_02_28_13_00_25_820.jpg,"[ 1.          0.3497467   0.90786296 -0.07029029 -0.26413354  0.13513081
  0.45976624  0.8555311   0.28403568]"
./detections/left_2021_02_28_13_00_48_522.jpg,"[ 1.          0.36970854  0.8761815  -0.08002894 -0.28761497  0.1162775
  0.46685827  0.9457603   0.35450873]"
./detections/left_2021_02_28_13_00_53_790.jpg,"[ 1.          0.35890144  0.9203059  -0.06918857 -0.2696818   0.1167207
  0.44646606  0.8486759   0.2829694 ]"
./detections/center_2021_02_28_13_03_05_708.jpg,"[ 1.          0.3745708   0.9200023  -0.07102858 -0.2758844   0.12105854
  0.44400877  0.8706817   0.32146844]"
./detections/left_2021_02_28_13_00_34_431.jpg,"[ 1.          0.4028511   0.91328436 -0.06246668 -0.26367256  0.11971796
  0.4188146   0.82687134  0.3445626 ]"
./detections/right_2021_02_28_13_00_47_161.jpg,"[ 1.          0.38673747  0.9324879  -0.07201556 -0.270174    0.12787947
  0.41828528  0.87195987  0.34635636]"
./detections/center_2021_02_28_13_02_37_788.jpg,"[ 1.          0.37943524  0.87573534 -0.08541486 -0.28284764  0.12204739
  0.46265522  0.94831544  0.36376193]"
./detections/center_2021_02_28_13_01_10_756.jpg,"[ 1.          0.35750407  1.0099468  -0.00947684 -0.2280264   0.15913254
  0.290901    0.5657348   0.18430498]"
./detections/left_2021_02_28_13_02_16_668.jpg,"[ 1.          0.3396316   0.98046654 -0.03396619 -0.25686622  0.14017813
  0.35636574  0.6612987   0.19567548]"
./detections/left_2021_02_28_13_01_43_232.jpg,"[ 1.          0.3266859   1.0096825  -0.00736761 -0.20378536  0.1843271
  0.25842246  0.6196483   0.16380323]"
./detections/center_2021_02_28_13_00_39_799.jpg,"[ 1.          0.39486402  0.8919917  -0.08029503 -0.2965852   0.10810877
  0.45027986  0.858368    0.32627475]"
./detections/left_2021_02_28_13_02_10_483.jpg,"[ 1.          0.34768787  0.6025819  -0.0182741  -0.22936866  0.17677
  0.25561902  1.6261313   0.50984216]"
./detections/right_2021_02_28_13_02_51_033.jpg,"[ 1.          0.29867488  0.6148225  -0.00710198 -0.20977741  0.17574961
  0.2450453   1.3452177   0.36365488]"
./detections/left_2021_02_28_13_01_31_818.jpg,"[ 1.          0.3679546   0.8478085  -0.07964549 -0.2929511   0.11844572
  0.47374395  0.8901543   0.2947969 ]"
./detections/left_2021_02_28_13_00_56_746.jpg,"[ 1.          0.31961614  0.969095   -0.02746626 -0.24241531  0.16412048
  0.2762657   0.67772424  0.16507035]"
./detections/center_2021_02_28_13_02_41_043.jpg,"[ 1.          0.3852711   0.67937845 -0.06662514 -0.28210688  0.10938245
  0.4489246  -1.263663   -0.40071705]"
./detections/left_2021_02_28_13_02_02_944.jpg,"[ 1.          0.38219574  0.9297386  -0.06006868 -0.27043056  0.1178397
  0.3837792   0.60958844  0.25983083]"
./detections/left_2021_02_28_13_02_57_188.jpg,"[ 1.          0.375571    0.9153419  -0.05369157 -0.24498002  0.13764063
  0.44346818  0.81976515  0.29610455]"
./detections/left_2021_02_28_13_02_43_019.jpg,"[ 1.          0.37044546  0.944022   -0.04157788 -0.2509484   0.14157884
  0.404895    0.80306727  0.282337  ]"
./detections/right_2021_02_28_13_02_59_975.jpg,"[ 1.          0.3488476   0.88935727 -0.05001688 -0.26256028  0.13120435
  0.41080636  0.80180883  0.2503339 ]"
./detections/center_2021_02_28_13_03_19_875.jpg,"[ 1.          0.3844722   0.8779426  -0.06804964 -0.2742494   0.12298463
  0.452881    0.8278483   0.30183342]"
./detections/left_2021_02_28_13_02_33_122.jpg,"[ 1.          0.35090554  0.98553485 -0.02285226 -0.23061411  0.16466482
  0.30505726  0.7391742   0.23334098]"
./detections/center_2021_02_28_13_00_28_534.jpg,"[ 1.          0.36550802  0.9081132  -0.06033932 -0.27703926  0.13257504
  0.41513887  0.79413545  0.2718868 ]"
./detections/left_2021_02_28_13_02_15_764.jpg,"[ 1.          0.35186714  0.9344128  -0.04870586 -0.25569236  0.13638033
  0.43062466  0.794671    0.26466262]"
./detections/right_2021_02_28_13_03_21_488.jpg,"[ 1.          0.3655483   0.937024   -0.04234194 -0.20736358  0.14845964
  0.4497741   0.77704275  0.28445128]"
./detections/right_2021_02_28_13_00_42_339.jpg,"[ 1.          0.37582123  0.9368005  -0.08026729 -0.28003782  0.11768715
  0.42320257  0.855519    0.33384547]"
./detections/center_2021_02_28_13_00_58_599.jpg,"[ 1.          0.35354632  0.91054446 -0.05333976 -0.2929011   0.12115964
  0.38695225  0.7796188   0.23496476]"
./detections/left_2021_02_28_13_02_48_813.jpg,"[ 1.          0.3574764   0.9647111  -0.03133753 -0.24463269  0.14443274
  0.38943365  0.7700581   0.2530186 ]"
./detections/center_2021_02_28_13_02_28_646.jpg,"[ 1.          0.39097297  0.8740119  -0.06798185 -0.27957907  0.11872
  0.42988446  0.8187705   0.30990624]"
./detections/center_2021_02_28_13_02_50_228.jpg,"[ 1.          0.33174607  0.60088116 -0.01909238 -0.23472671  0.15699534
  0.26873085  1.5572255   0.4735226 ]"
./detections/center_2021_02_28_13_02_45_017.jpg,"[ 1.          0.33828652  0.5950384  -0.02447886 -0.24764875  0.15178378
  0.29189926  1.7704349   0.5510963 ]"
./detections/right_2021_02_28_13_00_12_471.jpg,"[ 1.          0.359918    0.8132223  -0.04281162 -0.23769386  0.13852262
  0.46258673  0.8220965   0.24972045]"
./detections/right_2021_02_28_13_03_06_134.jpg,"[ 1.          0.37439165  0.98155415 -0.05639208 -0.25104195  0.13625972
  0.4110265   0.80193514  0.30258146]"
./detections/right_2021_02_28_13_02_12_820.jpg,"[ 1.          0.38092983  0.94799286 -0.07369888 -0.27773386  0.13254234
  0.4332202   0.8756128   0.33234733]"
./detections/center_2021_02_28_13_02_06_567.jpg,"[ 1.          0.38718426  0.9733795  -0.04690883 -0.2603807   0.12228821
  0.3928236   0.6291838   0.2629583 ]"
./detections/center_2021_02_28_13_01_01_726.jpg,"[ 1.          0.37275356  0.9327213  -0.04241348 -0.24352926  0.14170998
  0.43319282  0.8313952   0.2963282 ]"
./detections/center_2021_02_28_13_03_07_967.jpg,"[ 1.          0.3799226   0.8848961  -0.07957121 -0.2884297   0.11603099
  0.45556554  0.8862385   0.33468932]"
./detections/center_2021_02_28_13_02_55_055.jpg,"[ 1.          0.34694386  0.961411    0.0051075  -0.20217755  0.17121647
  0.24662001  0.5380357   0.15147209]"
./detections/right_2021_02_28_13_03_20_678.jpg,"[ 1.          0.3819657   0.9479479  -0.06876348 -0.2786282   0.11888522
  0.49562892  0.7807129   0.29480255]"
./detections/center_2021_02_28_13_00_41_980.jpg,"[ 1.          0.37724715  0.8342672  -0.07678541 -0.30001757  0.09974487
  0.41879457  0.8253236   0.30853674]"
./detections/left_2021_02_28_13_02_12_891.jpg,"[ 1.          0.37171298  0.9076761  -0.02779601 -0.25532672  0.15903334
  0.3112356   0.72694343  0.2409204 ]"
./detections/left_2021_02_28_13_00_49_892.jpg,"[ 1.          0.3580587   0.9473035  -0.02736232 -0.23459236  0.14930415
  0.36889154  0.76330113  0.24874473]"
./detections/left_2021_02_28_13_02_31_561.jpg,"[ 1.          0.37161     0.91311663 -0.06844046 -0.2754432   0.11128531
  0.37670007  0.7877642   0.2780669 ]"
./detections/left_2021_02_28_13_02_47_455.jpg,"[ 1.          0.29796195  0.59023935 -0.01774073 -0.23381415  0.15416574
  0.28543302  1.4666162   0.40013763]"
./detections/center_2021_02_28_13_01_07_101.jpg,"[ 1.          0.37108737  0.9311656  -0.01391434 -0.2469002   0.15187867
  0.2975747   0.5797524   0.19785416]"
./detections/left_2021_02_28_13_02_53_163.jpg,"[ 1.          0.36397105  0.96117455 -0.05614759 -0.2591558   0.1334146
  0.42490202  0.8153289   0.2800532 ]"
./detections/left_2021_02_28_13_03_23_051.jpg,"[ 1.          0.33995908  0.9116747  -0.07479623 -0.26550037  0.11632278
  0.45042545  0.8211242   0.28518942]"
./detections/right_2021_02_28_13_01_10_186.jpg,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
./detections/right_2021_02_28_13_01_36_765.jpg,"[ 1.          0.36658284  0.9018708  -0.06761798 -0.29560065  0.12548035
  0.38207287  0.832274    0.29036823]"
./detections/right_2021_02_28_13_02_23_234.jpg,"[ 1.          0.37393248  0.5538817  -0.04373359 -0.2554061   0.13910185
  0.39276022 -1.6901127  -0.52168393]"
./detections/center_2021_02_28_13_02_31_657.jpg,"[ 1.          0.39042467  0.5944229  -0.07115885 -0.2671702   0.11501738
  0.42598802 -1.2955831  -0.3937904 ]"
./detections/center_2021_02_28_13_01_44_689.jpg,"[ 1.          0.36797625  0.9798513  -0.04750123 -0.25197336  0.13483135
  0.3686832   0.67519003  0.25342312]"
./detections/right_2021_02_28_13_01_29_684.jpg,"[ 1.          0.35701877  0.6094467  -0.05428481 -0.2676721   0.12259801
  0.42514193  1.5364549   0.5140468 ]"
./detections/left_2021_02_28_13_01_46_929.jpg,"[ 1.          0.37436748  0.9540256  -0.07430277 -0.27684304  0.12373936
  0.43232256  0.7865314   0.2924358 ]"
./detections/left_2021_02_28_13_01_07_594.jpg,"[ 1.          0.3311722   0.9878277  -0.01354503 -0.22041346  0.15823123
  0.29682747  0.68001384  0.17944671]"
./detections/center_2021_02_28_13_01_38_084.jpg,"[ 1.          0.3642273   0.8904696  -0.0801838  -0.2857247   0.11881521
  0.45310983  0.9159141   0.31730768]"
./detections/left_2021_02_28_13_00_31_092.jpg,"[ 1.          0.39123148  1.0018591  -0.03451822 -0.24769028  0.14784141
  0.38401783  0.7209104   0.27975488]"
./detections/right_2021_02_28_13_00_32_206.jpg,"[ 1.          0.37858987  0.613843   -0.05047204 -0.26024842  0.1462178
  0.31433088  1.6750114   0.5761948 ]"
./detections/left_2021_02_28_13_03_00_389.jpg,"[ 1.          0.31968474  0.99123746 -0.01561812 -0.2257286   0.15710944
  0.30817094  0.68039674  0.17373429]"
./detections/right_2021_02_28_13_02_54_067.jpg,"[ 1.          0.36286372  0.89132285 -0.05168723 -0.27295426  0.13058357
  0.3962568   0.81114745  0.24473518]"
./detections/left_2021_02_28_13_03_24_628.jpg,"[ 1.          0.33517718  0.9186052  -0.0728843  -0.2641702   0.11597673
  0.4496539   0.7976177   0.2730944 ]"
./detections/right_2021_02_28_13_00_39_654.jpg,"[ 1.          0.39848357  0.9574277  -0.05635072 -0.25581354  0.1432292
  0.36808124  0.8212376   0.33213323]"
